Protein ID,Gene name,Protein name,Genename_ProteinID,Mol. weight [Da],Sequence coverage [%],Peptides per protein,Unique peptides per protein
Q9H9A5,CNOT10,CCR4-NOT transcription complex subunit 10,CNOT10__Q9H9A5,82309.0,31.7,18.0,18.0
Q9H9A6,LRRC40,Leucine-rich repeat-containing protein 40,LRRC40__Q9H9A6,68249.0,55.1,29.0,29.0
Q9H9A7,RMI1,RecQ-mediated genome instability protein 1,RMI1__Q9H9A7,70144.0,6.4,3.0,3.0
Q9H9B1,EHMT1,Histone-lysine N-methyltransferase EHMT1,EHMT1__Q9H9B1,141460.0,25.8,24.0,23.0
Q9H9B4,SFXN1,Sideroflexin-1,SFXN1__Q9H9B4,35619.0,62.4,15.0,14.0
Q9H9D4,ZNF408,Zinc finger protein 408,ZNF408__Q9H9D4,78438.0,1.5,1.0,1.0
Q9H9E3,COG4,Conserved oligomeric Golgi complex subunit 4,COG4__Q9H9E3,89082.0,40.4,28.0,28.0
Q9H9F9,ACTR5,Actin-related protein 5,ACTR5__Q9H9F9,68297.0,23.4,10.0,10.0
Q9H9G7,AGO3,Protein argonaute-3,AGO3__Q9H9G7,97359.0,40.1,29.0,13.0
Q9H9H4,VPS37B,Vacuolar protein sorting-associated protein 37B,VPS37B__Q9H9H4,31307.0,42.5,8.0,8.0
Q9H9J2,MRPL44,"39S ribosomal protein L44, mitochondrial",MRPL44__Q9H9J2,37535.0,67.8,15.0,15.0
Q9H9L3,ISG20L2,Interferon-stimulated 20 kDa exonuclease-like 2,ISG20L2__Q9H9L3,39153.0,24.9,7.0,7.0
Q9H9P8,L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH__Q9H9P8,50315.0,55.1,18.0,18.0
Q9H9Q2,COPS7B,COP9 signalosome complex subunit 7b,COPS7B__Q9H9Q2,29622.0,40.2,8.0,8.0
Q9H9Q4,NHEJ1,Non-homologous end-joining factor 1,NHEJ1__Q9H9Q4,33337.0,43.8,7.0,3.0
Q9H9S4,CAB39L,Calcium-binding protein 39-like,CAB39L__Q9H9S4,39087.0,45.7,16.0,14.0
Q9H9S5,FKRP,Fukutin-related protein,FKRP__Q9H9S5,54567.0,19.4,8.0,8.0
Q9H9T3-2,ELP3,Elongator complex protein 3,ELP3__Q9H9T3-2,60647.0,32.8,14.0,14.0
Q9H9Y2,RPF1,Ribosome production factor 1,RPF1__Q9H9Y2,40110.0,50.7,13.0,13.0
Q9H9Y4,GPN2,GPN-loop GTPase 2,GPN2__Q9H9Y4,34560.0,12.6,2.0,2.0
Q9H9Y6-3,POLR1B,DNA-directed RNA polymerase I subunit RPA2,POLR1B__Q9H9Y6-3,132240.0,26.9,27.0,27.0
Q9HA38-2,ZMAT3,Zinc finger matrin-type protein 3,ZMAT3__Q9HA38-2,31988.0,14.9,3.0,3.0
Q9HA47-3,UCK1,Uridine-cytidine kinase 1,UCK1__Q9HA47-3,30690.0,38.4,8.0,6.0
Q9HA64,FN3KRP,Ketosamine-3-kinase,FN3KRP__Q9HA64,34412.0,35.6,9.0,9.0
Q9HA65-3,TBC1D17,TBC1 domain family member 17,TBC1D17__Q9HA65-3,67223.0,27.8,14.0,14.0
Q9HA72,CALHM2,Calcium homeostasis modulator protein 2,CALHM2__Q9HA72,36174.0,32.2,10.0,10.0
Q9HA77,CARS2,"Probable cysteine--tRNA ligase, mitochondrial",CARS2__Q9HA77,62223.0,38.3,17.0,17.0
Q9HA90-2,EFCC1,EF-hand and coiled-coil domain-containing protein 1,EFCC1__Q9HA90-2,17669.0,6.2,1.0,1.0
Q9HA92,RSAD1,"Radical S-adenosyl methionine domain-containing protein 1, mitochondrial",RSAD1__Q9HA92,48713.0,21.0,8.0,8.0
Q9HAB8,PPCS,Phosphopantothenate--cysteine ligase,PPCS__Q9HAB8,34005.0,42.4,15.0,15.0
Q9HAC7-4,SUGCT,Succinate--hydroxymethylglutarate CoA-transferase,SUGCT__Q9HAC7-4,43445.0,32.2,9.0,9.0
Q9HAC8,UBTD1,Ubiquitin domain-containing protein 1,UBTD1__Q9HAC8,25938.0,22.9,5.0,2.0
Q9HAD4,WDR41,WD repeat-containing protein 41,WDR41__Q9HAD4,51727.0,30.9,10.0,6.0
Q9HAF1-2,MEAF6,Chromatin modification-related protein MEAF6,MEAF6__Q9HAF1-2,21624.0,18.3,3.0,3.0
Q9HAN9,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,NMNAT1__Q9HAN9,31932.0,50.5,12.0,12.0
Q9HAP2,MLXIP,MLX-interacting protein,MLXIP__Q9HAP2,101180.0,15.6,8.0,8.0
Q9HAT2,SIAE,Sialate O-acetylesterase,SIAE__Q9HAT2,58314.0,29.6,12.0,12.0
Q9HAU0,PLEKHA5,Pleckstrin homology domain-containing family A member 5,PLEKHA5__Q9HAU0,127460.0,39.2,33.0,33.0
Q9HAU4,SMURF2,E3 ubiquitin-protein ligase SMURF2,SMURF2__Q9HAU4,86195.0,42.9,31.0,23.0
Q9HAU5,UPF2,Regulator of nonsense transcripts 2,UPF2__Q9HAU5,147810.0,25.3,26.0,26.0
Q9HAV0,GNB4,Guanine nucleotide-binding protein subunit beta-4,GNB4__Q9HAV0,37567.0,62.1,16.0,9.0
Q9HAV4,XPO5,Exportin-5,XPO5__Q9HAV4,136310.0,36.9,34.0,34.0
Q9HAV7,GRPEL1,"GrpE protein homolog 1, mitochondrial",GRPEL1__Q9HAV7,24279.0,53.5,12.0,12.0
Q9HAW7,UGT1A7,UDP-glucuronosyltransferase 1-7,UGT1A7__Q9HAW7,59818.0,33.4,11.0,1.0
Q9HAW8,UGT1A10,UDP-glucuronosyltransferase 1-10,UGT1A10__Q9HAW8,59809.0,32.1,11.0,2.0
Q9HB07,C12orf10,"UPF0160 protein MYG1, mitochondrial",C12orf10__Q9HB07,42449.0,45.7,12.0,12.0
Q9HB21,PLEKHA1,Pleckstrin homology domain-containing family A member 1,PLEKHA1__Q9HB21,45553.0,29.0,9.0,2.0
Q9HB40,SCPEP1,Retinoid-inducible serine carboxypeptidase,SCPEP1__Q9HB40,50830.0,35.0,12.0,9.0
Q9HB58-6,SP110,Sp110 nuclear body protein,SP110__Q9HB58-6,81168.0,25.9,15.0,15.0
Q9HB63-3,NTN4,Netrin-4,NTN4__Q9HB63-3,66351.0,16.9,9.0,9.0
Q9HB66,MKKS,,MKKS__Q9HB66,7263.4,41.3,2.0,2.0
Q9HB71,CACYBP,Calcyclin-binding protein,CACYBP__Q9HB71,26210.0,66.2,19.0,19.0
Q9HB90,RRAGC,Ras-related GTP-binding protein C,RRAGC__Q9HB90,44223.0,60.2,17.0,9.0
Q9HBA0-4,TRPV4,Transient receptor potential cation channel subfamily V member 4,TRPV4__Q9HBA0-4,92903.0,11.5,6.0,6.0
Q9HBD1-4,RC3H2,Roquin-2,RC3H2__Q9HBD1-4,117920.0,11.8,11.0,7.0
Q9HBG6-8,IFT122,Intraflagellar transport protein 122 homolog,IFT122__Q9HBG6-8,125350.0,10.0,9.0,9.0
Q9HBH0,RHOF,Rho-related GTP-binding protein RhoF,RHOF__Q9HBH0,23625.0,25.6,4.0,4.0
Q9HBH1,PDF,"Peptide deformylase, mitochondrial",PDF__Q9HBH1,27013.0,40.7,8.0,8.0
Q9HBH5,RDH14,Retinol dehydrogenase 14,RDH14__Q9HBH5,36864.0,52.4,14.0,14.0
Q9HBI0,PARVG,Gamma-parvin,PARVG__Q9HBI0,37485.0,36.3,10.0,10.0
Q9HBI1,PARVB,Beta-parvin,PARVB__Q9HBI1,41714.0,33.5,11.0,8.0
Q9HBI6,CYP4F11,Phylloquinone omega-hydroxylase CYP4F11,CYP4F11__Q9HBI6,60145.0,67.2,29.0,12.0
Q9HBK9,AS3MT,Arsenite methyltransferase,AS3MT__Q9HBK9,41747.0,60.8,21.0,21.0
Q9HBL0,TNS1,Tensin-1,TNS1__Q9HBL0,185700.0,75.4,95.0,1.0
Q9HBL7,PLGRKT,Plasminogen receptor (KT),PLGRKT__Q9HBL7,17201.0,27.2,5.0,5.0
Q9HBL8,NMRAL1,NmrA-like family domain-containing protein 1,NMRAL1__Q9HBL8,33344.0,47.5,13.0,13.0
Q9HBM0,VEZT,Vezatin,VEZT__Q9HBM0,88664.0,31.1,17.0,17.0
Q9HBM1,SPC25,Kinetochore protein Spc25,SPC25__Q9HBM1,26152.0,32.6,5.0,5.0
Q9HBR0,SLC38A10,Putative sodium-coupled neutral amino acid transporter 10,SLC38A10__Q9HBR0,119760.0,44.5,41.0,41.0
Q9HBU6,ETNK1,Ethanolamine kinase 1,ETNK1__Q9HBU6,50968.0,11.3,6.0,5.0
Q9HBW9,ELTD1,"EGF, latrophilin and seven transmembrane domain-containing protein 1",ELTD1__Q9HBW9,77810.0,11.9,8.0,8.0
Q9HBY8-2,SGK2,Serine/threonine-protein kinase Sgk2,SGK2__Q9HBY8-2,41174.0,14.7,3.0,3.0
Q9HC07,TMEM165,Transmembrane protein 165,TMEM165__Q9HC07,34905.0,33.6,8.0,8.0
Q9HC16,APOBEC3G,DNA dC->dU-editing enzyme APOBEC-3G,APOBEC3G__Q9HC16,46407.0,24.2,10.0,8.0
Q9HC21,SLC25A19,Mitochondrial thiamine pyrophosphate carrier,SLC25A19__Q9HC21,35511.0,24.7,10.0,10.0
Q9HC35,EML4,Echinoderm microtubule-associated protein-like 4,EML4__Q9HC35,108910.0,57.1,43.0,1.0
Q9HC36,RNMTL1,"rRNA methyltransferase 3, mitochondrial",RNMTL1__Q9HC36,47019.0,23.6,10.0,10.0
Q9HC38-2,GLOD4,Glyoxalase domain-containing protein 4,GLOD4__Q9HC38-2,33232.0,71.5,19.0,19.0
Q9HC44,GPBP1L1,Vasculin-like protein 1,GPBP1L1__Q9HC44,52301.0,6.3,2.0,2.0
Q9HC52,CBX8,Chromobox protein homolog 8,CBX8__Q9HC52,43395.0,37.3,13.0,13.0
Q9HC62-2,SENP2,Sentrin-specific protease 2,SENP2__Q9HC62-2,66358.0,8.5,3.0,3.0
Q9HC78-2,ZBTB20,Zinc finger and BTB domain-containing protein 20,ZBTB20__Q9HC78-2,73400.0,31.7,13.0,12.0
Q9HC84,MUC5B,Mucin-5B,MUC5B__Q9HC84,596330.0,0.3,1.0,1.0
Q9HC98,NEK6,Serine/threonine-protein kinase Nek6,NEK6__Q9HC98,35714.0,24.9,6.0,3.0
Q9HCB6,SPON1,Spondin-1,SPON1__Q9HCB6,90973.0,40.3,23.0,23.0
Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2__Q9HCC0,61332.0,67.0,27.0,14.0
Q9HCD5,NCOA5,Nuclear receptor coactivator 5,NCOA5__Q9HCD5,65536.0,45.8,21.0,21.0
Q9HCD6,TANC2,Protein TANC2,TANC2__Q9HCD6,219650.0,15.9,24.0,23.0
Q9HCE0,EPG5,Ectopic P granules protein 5 homolog,EPG5__Q9HCE0,292480.0,22.5,42.0,42.0
Q9HCE1,MOV10,Putative helicase MOV-10,MOV10__Q9HCE1,113670.0,52.1,45.0,45.0
Q9HCE5,METTL14,N6-adenosine-methyltransferase subunit METTL14,METTL14__Q9HCE5,52150.0,24.1,9.0,9.0
Q9HCE6-3,ARHGEF10L,Rho guanine nucleotide exchange factor 10-like protein,ARHGEF10L__Q9HCE6-3,135180.0,25.1,24.0,2.0
Q9HCE7-2,SMURF1,E3 ubiquitin-protein ligase SMURF1,SMURF1__Q9HCE7-2,83439.0,13.1,10.0,2.0
Q9HCG7,GBA2,Non-lysosomal glucosylceramidase,GBA2__Q9HCG7,104650.0,16.7,12.0,12.0
Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,CWC22__Q9HCG8,105470.0,26.4,25.0,25.0
Q9HCJ1,ANKH,Progressive ankylosis protein homolog,ANKH__Q9HCJ1,54240.0,26.0,11.0,11.0
Q9HCJ6,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L__Q9HCJ6,45899.0,52.3,15.0,15.0
Q9HCK8,CHD8,Chromodomain-helicase-DNA-binding protein 8,CHD8__Q9HCK8,290520.0,18.7,39.0,31.0
Q9HCL0-2,PCDH18,Protocadherin-18,PCDH18__Q9HCL0-2,126020.0,4.1,4.0,4.0
Q9HCL2,GPAM,"Glycerol-3-phosphate acyltransferase 1, mitochondrial",GPAM__Q9HCL2,93794.0,37.4,24.0,24.0
Q9HCM4-4,EPB41L5,Band 4.1-like protein 5,EPB41L5__Q9HCM4-4,77519.0,25.0,13.0,3.0
Q9HCN3,TMEM8A,Transmembrane protein 8A,TMEM8A__Q9HCN3,84760.0,10.5,5.0,5.0
Q9HCN4,GPN1,GPN-loop GTPase 1,GPN1__Q9HCN4,41740.0,31.0,9.0,9.0
Q9HCN8,SDF2L1,Stromal cell-derived factor 2-like protein 1,SDF2L1__Q9HCN8,23598.0,73.3,12.0,12.0
Q9HCS5,EPB41L4A,Band 4.1-like protein 4A,EPB41L4A__Q9HCS5,79058.0,9.3,6.0,6.0
Q9HCS7,XAB2,Pre-mRNA-splicing factor SYF1,XAB2__Q9HCS7,100010.0,39.1,30.0,30.0
Q9HCU0,CD248,Endosialin,CD248__Q9HCU0,80858.0,10.0,8.0,8.0
Q9HCU5,PREB,Prolactin regulatory element-binding protein,PREB__Q9HCU5,45468.0,59.2,16.0,16.0
Q9HCY8,S100A14,Protein S100-A14,S100A14__Q9HCY8,11662.0,54.8,5.0,5.0
Q9HD15,SRA1,Steroid receptor RNA activator 1,SRA1__Q9HD15,25673.0,36.9,7.0,7.0
Q9HD20,ATP13A1,Manganese-transporting ATPase 13A1,ATP13A1__Q9HD20,132950.0,47.5,45.0,45.0
Q9HD23-2,MRS2,"Magnesium transporter MRS2 homolog, mitochondrial",MRS2__Q9HD23-2,46491.0,22.1,6.0,6.0
Q9HD26,GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein,GOPC__Q9HD26,50519.0,58.4,20.0,20.0
Q9HD33-2,MRPL47,"39S ribosomal protein L47, mitochondrial",MRPL47__Q9HD33-2,27085.0,38.7,11.0,5.0
Q9HD34,LYRM4,LYR motif-containing protein 4,LYRM4__Q9HD34,10758.0,41.8,4.0,1.0
Q9HD40,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase,SEPSECS__Q9HD40,55726.0,36.5,15.0,15.0
Q9HD42,CHMP1A,Charged multivesicular body protein 1a,CHMP1A__Q9HD42,21703.0,32.7,8.0,8.0
Q9HD45,TM9SF3,Transmembrane 9 superfamily member 3,TM9SF3__Q9HD45,67887.0,26.3,17.0,3.0
Q9HD47-2,RANGRF,Ran guanine nucleotide release factor,RANGRF__Q9HD47-2,16118.0,28.1,3.0,3.0
Q9HD89,RETN,Resistin,RETN__Q9HD89,11419.0,42.6,4.0,4.0
Q9HDC5,JPH1,Junctophilin-1,JPH1__Q9HDC5,71685.0,3.8,2.0,2.0
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein,APMAP__Q9HDC9,46480.0,72.8,27.0,27.0
Q9NNX1-3,TUFT1,Tuftelin,TUFT1__Q9NNX1-3,37928.0,16.3,6.0,6.0
Q9NNX6-6,CD209,CD209 antigen,CD209__Q9NNX6-6,43329.0,46.1,11.0,7.0
Q9NP31-3,SH2D2A,SH2 domain-containing protein 2A,SH2D2A__Q9NP31-3,39845.0,6.9,2.0,2.0
Q9NP55-2,BPIFA1,BPI fold-containing family A member 1,BPIFA1__Q9NP55-2,25257.0,8.7,2.0,2.0
Q9NP58-4,ABCB6,"ATP-binding cassette sub-family B member 6, mitochondrial",ABCB6__Q9NP58-4,88598.0,34.0,22.0,21.0
Q9NP59,SLC40A1,Solute carrier family 40 member 1,SLC40A1__Q9NP59,62541.0,15.4,7.0,7.0
Q9NP61,ARFGAP3,ADP-ribosylation factor GTPase-activating protein 3,ARFGAP3__Q9NP61,56928.0,45.5,21.0,7.0
Q9NP66,HMG20A,High mobility group protein 20A,HMG20A__Q9NP66,40143.0,29.4,9.0,9.0
Q9NP71-3,MLXIPL,Carbohydrate-responsive element-binding protein,MLXIPL__Q9NP71-3,92841.0,28.0,17.0,14.0
Q9NP72,RAB18,Ras-related protein Rab-18,RAB18__Q9NP72,22977.0,75.2,13.0,1.0
Q9NP73-2,ALG13,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,ALG13__Q9NP73-2,18225.0,49.7,8.0,1.0
Q9NP74,PALMD,Palmdelphin,PALMD__Q9NP74,62757.0,45.4,19.0,18.0
Q9NP77,SSU72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72__Q9NP77,22574.0,53.6,9.0,9.0
Q9NP80,PNPLA8,Calcium-independent phospholipase A2-gamma,PNPLA8__Q9NP80,88476.0,30.7,22.0,21.0
Q9NP84,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,TNFRSF12A__Q9NP84,13911.0,23.3,2.0,2.0
Q9NP90,RAB9B,Ras-related protein Rab-9B,RAB9B__Q9NP90,22719.0,22.4,4.0,2.0
Q9NP92,MRPS30,"28S ribosomal protein S30, mitochondrial",MRPS30__Q9NP92,50364.0,47.8,15.0,15.0
Q9NP97,DYNLRB1,Dynein light chain roadblock-type 1,DYNLRB1__Q9NP97,10921.0,83.3,8.0,8.0
Q9NP98,MYOZ1,Myozenin-1,MYOZ1__Q9NP98,31744.0,80.3,13.0,13.0
Q9NPA0,EMC7,ER membrane protein complex subunit 7,EMC7__Q9NPA0,26470.0,33.9,7.0,7.0
Q9NPA2,MMP25,Matrix metalloproteinase-25,MMP25__Q9NPA2,62553.0,12.5,6.0,6.0
Q9NPA3,MID1IP1,Mid1-interacting protein 1,MID1IP1__Q9NPA3,20201.0,64.5,6.0,6.0
Q9NPA8-2,ENY2,Transcription and mRNA export factor ENY2,ENY2__Q9NPA8-2,10984.0,43.8,4.0,4.0
Q9NPB0,SAYSD1,SAYSvFN domain-containing protein 1,SAYSD1__Q9NPB0,20163.0,10.9,1.0,1.0
Q9NPB8,GPCPD1,Glycerophosphocholine phosphodiesterase GPCPD1,GPCPD1__Q9NPB8,76034.0,21.4,13.0,13.0
Q9NPC4,A4GALT,Lactosylceramide 4-alpha-galactosyltransferase,A4GALT__Q9NPC4,40499.0,9.3,3.0,3.0
Q9NPC6,MYOZ2,Myozenin-2,MYOZ2__Q9NPC6,29898.0,31.4,7.0,7.0
Q9NPD3,EXOSC4,Exosome complex component RRP41,EXOSC4__Q9NPD3,26383.0,36.7,8.0,8.0
Q9NPD5,SLCO1B3,Solute carrier organic anion transporter family member 1B3,SLCO1B3__Q9NPD5,77402.0,21.2,13.0,8.0
Q9NPD8,UBE2T,Ubiquitin-conjugating enzyme E2 T,UBE2T__Q9NPD8,22521.0,26.9,4.0,4.0
Q9NPE2,NGRN,Neugrin,NGRN__Q9NPE2,32407.0,32.0,8.0,8.0
Q9NPE3,NOP10,H/ACA ribonucleoprotein complex subunit 3,NOP10__Q9NPE3,7705.9,57.8,4.0,3.0
Q9NPF4,OSGEP,Probable tRNA N6-adenosine threonylcarbamoyltransferase,OSGEP__Q9NPF4,36426.0,53.1,11.0,11.0
Q9NPF5,DMAP1,DNA methyltransferase 1-associated protein 1,DMAP1__Q9NPF5,52992.0,34.5,12.0,12.0
Q9NPG3-2,UBN1,Ubinuclein-1,UBN1__Q9NPG3-2,118550.0,13.7,11.0,11.0
Q9NPG4,PCDH12,Protocadherin-12,PCDH12__Q9NPG4,128990.0,10.7,9.0,9.0
Q9NPG8,ZDHHC4,Probable palmitoyltransferase ZDHHC4,ZDHHC4__Q9NPG8,39786.0,7.0,2.0,2.0
X5D289,ACP6,Lysophosphatidic acid phosphatase type 6,ACP6__X5D289,48886.0,21.3,8.0,8.0
Q9NPH2-3,ISYNA1,Inositol-3-phosphate synthase 1,ISYNA1__Q9NPH2-3,55135.0,50.8,18.0,18.0
Q9NPH3,IL1RAP,Interleukin-1 receptor accessory protein,IL1RAP__Q9NPH3,65418.0,19.5,10.0,10.0
Q9NPI1,BRD7,Bromodomain-containing protein 7,BRD7__Q9NPI1,74138.0,21.7,11.0,11.0
Q9NPI6-2,DCP1A,mRNA-decapping enzyme 1A,DCP1A__Q9NPI6-2,59361.0,33.8,13.0,13.0
Q9NPJ3,ACOT13,Acyl-coenzyme A thioesterase 13,ACOT13__Q9NPJ3,14960.0,67.9,6.0,6.0
Q9NPJ6,MED4,Mediator of RNA polymerase II transcription subunit 4,MED4__Q9NPJ6,29745.0,27.8,7.0,7.0
Q9NPL8,TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial",TIMMDC1__Q9NPL8,32177.0,43.9,11.0,11.0
Q9NPP4,NLRC4,NLR family CARD domain-containing protein 4,NLRC4__Q9NPP4,116160.0,26.7,23.0,23.0
Q9NPQ8,RIC8A,Synembryn-A,RIC8A__Q9NPQ8,59709.0,55.2,23.0,1.0
Q9NPQ8-4,RIC8A,Synembryn-A,RIC8A__Q9NPQ8-4,59612.0,55.1,23.0,1.0
Q9NPR9,GPR108,Protein GPR108,GPR108__Q9NPR9,60632.0,19.3,10.0,10.0
Q9NPY3,CD93,Complement component C1q receptor,CD93__Q9NPY3,68559.0,21.3,9.0,8.0
Q9NQ11-3,ATP13A2,Probable cation-transporting ATPase 13A2,ATP13A2__Q9NQ11-3,128320.0,11.9,12.0,12.0
Q9NQ29-2,LUC7L,Putative RNA-binding protein Luc7-like 1,LUC7L__Q9NQ29-2,38405.0,44.0,14.0,8.0
Q9NQ30,ESM1,Endothelial cell-specific molecule 1,ESM1__Q9NQ30,20095.0,20.7,3.0,3.0
Q9NQ34,TMEM9B,Transmembrane protein 9B,TMEM9B__Q9NQ34,22531.0,37.9,6.0,5.0
Q9NQ48,LZTFL1,Leucine zipper transcription factor-like protein 1,LZTFL1__Q9NQ48,34592.0,50.2,13.0,13.0
Q9NQ50,MRPL40,"39S ribosomal protein L40, mitochondrial",MRPL40__Q9NQ50,24490.0,45.1,9.0,9.0
Q9NQ66,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",PLCB1__Q9NQ66,138570.0,19.3,19.0,16.0
Q9NQ79-3,CRTAC1,Cartilage acidic protein 1,CRTAC1__Q9NQ79-3,68059.0,30.3,15.0,15.0
Q9NQ88,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",TIGAR__Q9NQ88,30062.0,49.6,9.0,9.0
Q9NQ89,C12orf4,Protein C12orf4,C12orf4__Q9NQ89,63800.0,23.4,10.0,10.0
Q9NQ92,COPRS,Coordinator of PRMT5 and differentiation stimulator,COPRS__Q9NQ92,20066.0,47.3,5.0,5.0
Q9NQ94,A1CF,APOBEC1 complementation factor,A1CF__Q9NQ94,65202.0,47.1,25.0,24.0
Q9NQA3,WASH6P,WAS protein family homolog 6,WASH6P__Q9NQA3,47989.0,22.4,8.0,1.0
Q9NQB0-10,TCF7L2,Transcription factor 7-like 2,TCF7L2__Q9NQB0-10,50610.0,23.1,6.0,5.0
Q9NQC3,RTN4,Reticulon-4,RTN4__Q9NQC3,129930.0,30.1,23.0,8.0
Q9NQC3-2,RTN4,Reticulon-4,RTN4__Q9NQC3-2,40317.0,61.9,16.0,1.0
Q9NQC3-5,RTN4,Reticulon-4,RTN4__Q9NQC3-5,42274.0,58.2,16.0,1.0
Q9NQC7-2,CYLD,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD__Q9NQC7-2,107040.0,10.9,9.0,9.0
Q9NQE9,HINT3,Histidine triad nucleotide-binding protein 3,HINT3__Q9NQE9,20361.0,63.7,8.0,8.0
Q9NQG1,MANBAL,Protein MANBAL,MANBAL__Q9NQG1,9467.0,23.5,2.0,2.0
Q9NQG5,RPRD1B,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B__Q9NQG5,36899.0,69.0,15.0,13.0
Q9NQH7-4,XPNPEP3,Probable Xaa-Pro aminopeptidase 3,XPNPEP3__Q9NQH7-4,54671.0,51.7,18.0,18.0
Q9NQP4,PFDN4,Prefoldin subunit 4,PFDN4__Q9NQP4,15314.0,29.1,3.0,3.0
Q9NQQ7-2,SLC35C2,Solute carrier family 35 member C2,SLC35C2__Q9NQQ7-2,38153.0,3.8,1.0,1.0
Q9NQR4,NIT2,Omega-amidase NIT2,NIT2__Q9NQR4,30608.0,86.6,21.0,21.0
Q9NQS1,AVEN,Cell death regulator Aven,AVEN__Q9NQS1,38506.0,34.8,11.0,11.0
Q9NQS3,PVRL3,Nectin-3,PVRL3__Q9NQS3,61002.0,18.9,7.0,5.0
Q9NQS7-2,INCENP,Inner centromere protein,INCENP__Q9NQS7-2,104990.0,22.0,15.0,15.0
Q9NQT4,EXOSC5,Exosome complex component RRP46,EXOSC5__Q9NQT4,25249.0,37.4,7.0,7.0
Q9NQT5,EXOSC3,Exosome complex component RRP40,EXOSC3__Q9NQT5,29572.0,72.0,12.0,12.0
Q9NQT8,KIF13B,Kinesin-like protein KIF13B,KIF13B__Q9NQT8,202790.0,38.6,58.0,51.0
Q9NQV6-6,PRDM10,PR domain zinc finger protein 10,PRDM10__Q9NQV6-6,137430.0,10.2,12.0,4.0
Q9NQW6,ANLN,Actin-binding protein anillin,ANLN__Q9NQW6,124200.0,31.4,32.0,32.0
Q9NQW7-3,XPNPEP1,Xaa-Pro aminopeptidase 1,XPNPEP1__Q9NQW7-3,74797.0,63.7,30.0,29.0
Q9NQX3-2,GPHN,Gephyrin,GPHN__Q9NQX3-2,83447.0,60.7,34.0,34.0
Q9NQX4,MYO5C,Unconventional myosin-Vc,MYO5C__Q9NQX4,202810.0,15.2,23.0,16.0
Q9NQX7,ITM2C,Integral membrane protein 2C,ITM2C__Q9NQX7,30223.0,46.4,9.0,9.0
Q9NQY0,BIN3,Bridging integrator 3,BIN3__Q9NQY0,29665.0,45.5,11.0,11.0
Q9NQZ2,UTP3,Something about silencing protein 10,UTP3__Q9NQZ2,54557.0,33.0,12.0,12.0
Q9NQZ5,STARD7,"StAR-related lipid transfer protein 7, mitochondrial",STARD7__Q9NQZ5,43113.0,16.5,6.0,6.0
Q9NQZ7,ENTPD7,Ectonucleoside triphosphate diphosphohydrolase 7,ENTPD7__Q9NQZ7,68959.0,10.8,6.0,6.0
Q9NR00,C8orf4,Uncharacterized protein C8orf4,C8orf4__Q9NR00,12337.0,15.1,1.0,1.0
Q9NR09,BIRC6,Baculoviral IAP repeat-containing protein 6,BIRC6__Q9NR09,530250.0,17.6,63.0,62.0
Q9NR12,PDLIM7,PDZ and LIM domain protein 7,PDLIM7__Q9NR12,49844.0,73.7,29.0,
Q9NR12-2,PDLIM7,PDZ and LIM domain protein 7,PDLIM7__Q9NR12-2,46510.0,70.9,27.0,1.0
Q9NR16,CD163L1,Scavenger receptor cysteine-rich type 1 protein M160,CD163L1__Q9NR16,159240.0,3.6,3.0,3.0
Q9NR19,ACSS2,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2__Q9NR19,78579.0,38.5,20.0,20.0
Q9NR28-2,DIABLO,"Diablo homolog, mitochondrial",DIABLO__Q9NR28-2,21232.0,67.2,12.0,12.0
Q9NR30,DDX21,Nucleolar RNA helicase 2,DDX21__Q9NR30,87343.0,62.5,44.0,42.0
Q9NR31,SAR1A,GTP-binding protein SAR1a,SAR1A__Q9NR31,22367.0,70.7,11.0,8.0
Q9NR33,POLE4,DNA polymerase epsilon subunit 4,POLE4__Q9NR33,12209.0,64.1,5.0,5.0
Q9NR34,MAN1C1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",MAN1C1__Q9NR34,70910.0,17.3,8.0,8.0
Q9NR45,NANS,Sialic acid synthase,NANS__Q9NR45,40307.0,64.3,16.0,16.0
Q9NR50,EIF2B3,Translation initiation factor eIF-2B subunit gamma,EIF2B3__Q9NR50,50240.0,56.0,21.0,21.0
