Protein ID,Gene names,Protein names,ProteinID_Genename,Genename_ProteinID
Q8TEA8,DTD1,D-tyrosyl-tRNA(Tyr) deacylase 1,Q8TEA8_DTD1,DTD1__Q8TEA8
Q8TEB1,DCAF11,DDB1- and CUL4-associated factor 11,Q8TEB1_DCAF11,DCAF11__Q8TEB1
Q8TEB7,RNF128,E3 ubiquitin-protein ligase RNF128,Q8TEB7_RNF128,RNF128__Q8TEB7
Q8TEB9,RHBDD1,Rhomboid-related protein 4,Q8TEB9_RHBDD1,RHBDD1__Q8TEB9
Q8TED0,UTP15,U3 small nucleolar RNA-associated protein 15 homolog,Q8TED0_UTP15,UTP15__Q8TED0
Q8TED1,GPX8,Probable glutathione peroxidase 8,Q8TED1_GPX8,GPX8__Q8TED1
Q8TED4-3,SLC37A2,Sugar phosphate exchanger 2,Q8TED4-3_SLC37A2,SLC37A2__Q8TED4-3
Q8TED9,AFAP1L1,Actin filament-associated protein 1-like 1,Q8TED9_AFAP1L1,AFAP1L1__Q8TED9
Q8TEH3,DENND1A,DENN domain-containing protein 1A,Q8TEH3_DENND1A,DENND1A__Q8TEH3
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,Q8TEM1_NUP210,NUP210__Q8TEM1
Q8TEP8-3,CEP192,Centrosomal protein of 192 kDa,Q8TEP8-3_CEP192,CEP192__Q8TEP8-3
Q8TEQ0-2,SNX29,Sorting nexin-29,Q8TEQ0-2_SNX29,SNX29__Q8TEQ0-2
Q8TEQ6,GEMIN5,Gem-associated protein 5,Q8TEQ6_GEMIN5,GEMIN5__Q8TEQ6
Q8TEQ8,PIGO,GPI ethanolamine phosphate transferase 3,Q8TEQ8_PIGO,PIGO__Q8TEQ8
Q8TER0-5,SNED1,"Sushi, nidogen and EGF-like domain-containing protein 1",Q8TER0-5_SNED1,SNED1__Q8TER0-5
Q8TER5,ARHGEF40,Rho guanine nucleotide exchange factor 40,Q8TER5_ARHGEF40,ARHGEF40__Q8TER5
Q8TET4,GANC,Neutral alpha-glucosidase C,Q8TET4_GANC,GANC__Q8TET4
Q8TEV9,SMCR8,Smith-Magenis syndrome chromosomal region candidate gene 8 protein,Q8TEV9_SMCR8,SMCR8__Q8TEV9
Q8TEW0-2,PARD3,Partitioning defective 3 homolog,Q8TEW0-2_PARD3,PARD3__Q8TEW0-2
Q8TEW8,PARD3B,Partitioning defective 3 homolog B,Q8TEW8_PARD3B,PARD3B__Q8TEW8
Q8TEX9,IPO4,Importin-4,Q8TEX9_IPO4,IPO4__Q8TEX9
Q8TEY7-2,USP33,Ubiquitin carboxyl-terminal hydrolase 33,Q8TEY7-2_USP33,USP33__Q8TEY7-2
Q8TF01,PNISR,Arginine/serine-rich protein PNISR,Q8TF01_PNISR,PNISR__Q8TF01
Q8TF05-2,PPP4R1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,Q8TF05-2_PPP4R1,PPP4R1__Q8TF05-2
Q8TF42,UBASH3B,Ubiquitin-associated and SH3 domain-containing protein B,Q8TF42_UBASH3B,UBASH3B__Q8TF42
Q8TF46-2,DIS3L,DIS3-like exonuclease 1,Q8TF46-2_DIS3L,DIS3L__Q8TF46-2
Q8TF64,GIPC3,PDZ domain-containing protein GIPC3,Q8TF64_GIPC3,GIPC3__Q8TF64
Q8TF65,GIPC2,PDZ domain-containing protein GIPC2,Q8TF65_GIPC2,GIPC2__Q8TF65
Q8TF66,LRRC15,Leucine-rich repeat-containing protein 15,Q8TF66_LRRC15,LRRC15__Q8TF66
Q8TF68-3,ZNF384,Zinc finger protein 384,Q8TF68-3_ZNF384,ZNF384__Q8TF68-3
Q8TF72,SHROOM3,Protein Shroom3,Q8TF72_SHROOM3,SHROOM3__Q8TF72
Q8TF74,WIPF2,WAS/WASL-interacting protein family member 2,Q8TF74_WIPF2,WIPF2__Q8TF74
Q8WTR4-5,GDPD5,Glycerophosphodiester phosphodiesterase domain-containing protein 5,Q8WTR4-5_GDPD5,GDPD5__Q8WTR4-5
Q8WTS1,ABHD5,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,Q8WTS1_ABHD5,ABHD5__Q8WTS1
Q8WTS6,SETD7,Histone-lysine N-methyltransferase SETD7,Q8WTS6_SETD7,SETD7__Q8WTS6
Q8WTT2,NOC3L,Nucleolar complex protein 3 homolog,Q8WTT2_NOC3L,NOC3L__Q8WTT2
Q8WTW3,COG1,Conserved oligomeric Golgi complex subunit 1,Q8WTW3_COG1,COG1__Q8WTW3
Q8WTW4,NPRL2,Nitrogen permease regulator 2-like protein,Q8WTW4_NPRL2,NPRL2__Q8WTW4
Q8WU10-2,PYROXD1,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,Q8WU10-2_PYROXD1,PYROXD1__Q8WU10-2
Q8WU20,FRS2,Fibroblast growth factor receptor substrate 2,Q8WU20_FRS2,FRS2__Q8WU20
Q8WU39,MZB1,Marginal zone B- and B1-cell-specific protein,Q8WU39_MZB1,MZB1__Q8WU39
Q8WU67,ABHD3,Phospholipase ABHD3,Q8WU67_ABHD3,ABHD3__Q8WU67
Q8WU76,SCFD2,Sec1 family domain-containing protein 2,Q8WU76_SCFD2,SCFD2__Q8WU76
Q8WU79,SMAP2,Stromal membrane-associated protein 2,Q8WU79_SMAP2,SMAP2__Q8WU79
Q8WU90,ZC3H15,Zinc finger CCCH domain-containing protein 15,Q8WU90_ZC3H15,ZC3H15__Q8WU90
Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,Q8WUA2_PPIL4,PPIL4__Q8WUA2
Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,Q8WUA4_GTF3C2,GTF3C2__Q8WUA4
Q8WUA7,TBC1D22A,TBC1 domain family member 22A,Q8WUA7_TBC1D22A,TBC1D22A__Q8WUA7
Q8WUA8,TSKU,Tsukushin,Q8WUA8_TSKU,TSKU__Q8WUA8
S5FZ81,PHF10,PHD finger protein 10,S5FZ81_PHF10,PHF10__S5FZ81
Q8WUD1,RAB2B,Ras-related protein Rab-2B,Q8WUD1_RAB2B,RAB2B__Q8WUD1
Q8WUD6,CHPT1,Cholinephosphotransferase 1,Q8WUD6_CHPT1,CHPT1__Q8WUD6
Q8WUF5,PPP1R13L,RelA-associated inhibitor,Q8WUF5_PPP1R13L,PPP1R13L__Q8WUF5
Q8WUF8,FAM172A,Protein FAM172A,Q8WUF8_FAM172A,FAM172A__Q8WUF8
Q8WUH1,CHURC1,Protein Churchill,Q8WUH1_CHURC1,CHURC1__Q8WUH1
Q8WUH2,TGFBRAP1,Transforming growth factor-beta receptor-associated protein 1,Q8WUH2_TGFBRAP1,TGFBRAP1__Q8WUH2
Q8WUH6,TMEM263,Transmembrane protein 263,Q8WUH6_TMEM263,TMEM263__Q8WUH6
Q8WUJ3,CEMIP,Cell migration-inducing and hyaluronan-binding protein,Q8WUJ3_CEMIP,CEMIP__Q8WUJ3
Q8WUK0,PTPMT1,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,Q8WUK0_PTPMT1,PTPMT1__Q8WUK0
Q8WUM0,NUP133,Nuclear pore complex protein Nup133,Q8WUM0_NUP133,NUP133__Q8WUM0
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,Q8WUM4_PDCD6IP,PDCD6IP__Q8WUM4
Q8WUM9,SLC20A1,Sodium-dependent phosphate transporter 1,Q8WUM9_SLC20A1,SLC20A1__Q8WUM9
Q8WUN7,UBTD2,Ubiquitin domain-containing protein 2,Q8WUN7_UBTD2,UBTD2__Q8WUN7
Q8WUP2,FBLIM1,Filamin-binding LIM protein 1,Q8WUP2_FBLIM1,FBLIM1__Q8WUP2
Q8WUQ7,CACTIN,Cactin,Q8WUQ7_CACTIN,CACTIN__Q8WUQ7
Q8WUR7,C15orf40,UPF0235 protein C15orf40,Q8WUR7_C15orf40,C15orf40__Q8WUR7
Q8WUU5,GATAD1,GATA zinc finger domain-containing protein 1,Q8WUU5_GATAD1,GATAD1__Q8WUU5
Q8WUW1,BRK1,Protein BRICK1,Q8WUW1_BRK1,BRK1__Q8WUW1
Q8WUX1,SLC38A5,Sodium-coupled neutral amino acid transporter 5,Q8WUX1_SLC38A5,SLC38A5__Q8WUX1
Q8WUX2,CHAC2,Putative glutathione-specific gamma-glutamylcyclotransferase 2,Q8WUX2_CHAC2,CHAC2__Q8WUX2
Q8WUX9,CHMP7,Charged multivesicular body protein 7,Q8WUX9_CHMP7,CHMP7__Q8WUX9
Q8WUY1,THEM6,Protein THEM6,Q8WUY1_THEM6,THEM6__Q8WUY1
Q8WUY8,NAT14,N-acetyltransferase 14,Q8WUY8_NAT14,NAT14__Q8WUY8
Q8WUY9-2,DEPDC1B,DEP domain-containing protein 1B,Q8WUY9-2_DEPDC1B,DEPDC1B__Q8WUY9-2
Q8WUZ0,BCL7C,B-cell CLL/lymphoma 7 protein family member C,Q8WUZ0_BCL7C,BCL7C__Q8WUZ0
Q8WV22,NSMCE1,Non-structural maintenance of chromosomes element 1 homolog,Q8WV22_NSMCE1,NSMCE1__Q8WV22
Q8WV28-2,BLNK,B-cell linker protein,Q8WV28-2_BLNK,BLNK__Q8WV28-2
Q8WV41,SNX33,Sorting nexin-33,Q8WV41_SNX33,SNX33__Q8WV41
Q8WV44,TRIM41,E3 ubiquitin-protein ligase TRIM41,Q8WV44_TRIM41,TRIM41__Q8WV44
Q8WV74,NUDT8,"Nucleoside diphosphate-linked moiety X motif 8, mitochondrial",Q8WV74_NUDT8,NUDT8__Q8WV74
Q8WV92,MITD1,MIT domain-containing protein 1,Q8WV92_MITD1,MITD1__Q8WV92
Q8WV93,LACE1,Lactation elevated protein 1,Q8WV93_LACE1,LACE1__Q8WV93
Q8WV99,ZFAND2B,AN1-type zinc finger protein 2B,Q8WV99_ZFAND2B,ZFAND2B__Q8WV99
Q8WVC0,LEO1,RNA polymerase-associated protein LEO1,Q8WVC0_LEO1,LEO1__Q8WVC0
Q8WVE0,N6AMT2,Protein-lysine N-methyltransferase N6AMT2,Q8WVE0_N6AMT2,N6AMT2__Q8WVE0
Q8WVF1-3,OSCP1,Protein OSCP1,Q8WVF1-3_OSCP1,OSCP1__Q8WVF1-3
Q8WVF5,KCTD4,BTB/POZ domain-containing protein KCTD4,Q8WVF5_KCTD4,KCTD4__Q8WVF5
Q8WVI0,SMIM4,Small integral membrane protein 4,Q8WVI0_SMIM4,SMIM4__Q8WVI0
Q8WVJ2,NUDCD2,NudC domain-containing protein 2,Q8WVJ2_NUDCD2,NUDCD2__Q8WVJ2
Q8WVK2,SNRNP27,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,Q8WVK2_SNRNP27,SNRNP27__Q8WVK2
Q8WVL7,ANKRD49,Ankyrin repeat domain-containing protein 49,Q8WVL7_ANKRD49,ANKRD49__Q8WVL7
Q8WVM0,TFB1M,"Dimethyladenosine transferase 1, mitochondrial",Q8WVM0_TFB1M,TFB1M__Q8WVM0
Q8WVM7-2,STAG1,Cohesin subunit SA-1,Q8WVM7-2_STAG1,STAG1__Q8WVM7-2
Q8WVM8,SCFD1,Sec1 family domain-containing protein 1,Q8WVM8_SCFD1,SCFD1__Q8WVM8
Q8WVP5,TNFAIP8L1,Tumor necrosis factor alpha-induced protein 8-like protein 1,Q8WVP5_TNFAIP8L1,TNFAIP8L1__Q8WVP5
Q8WVQ1-3,CANT1,Soluble calcium-activated nucleotidase 1,Q8WVQ1-3_CANT1,CANT1__Q8WVQ1-3
Q8WVR3,C7orf43,Uncharacterized protein C7orf43,Q8WVR3_C7orf43,C7orf43__Q8WVR3
Q8WVT3,TRAPPC12,Trafficking protein particle complex subunit 12,Q8WVT3_TRAPPC12,TRAPPC12__Q8WVT3
Q8WVV4,POF1B,Protein POF1B,Q8WVV4_POF1B,POF1B__Q8WVV4
Q8WVX3,C4orf3,Uncharacterized protein C4orf3,Q8WVX3_C4orf3,C4orf3__Q8WVX3
Q8WVX9,FAR1,Fatty acyl-CoA reductase 1,Q8WVX9_FAR1,FAR1__Q8WVX9
Q8WVY7,UBLCP1,Ubiquitin-like domain-containing CTD phosphatase 1,Q8WVY7_UBLCP1,UBLCP1__Q8WVY7
Q8WVZ9,KBTBD7,Kelch repeat and BTB domain-containing protein 7,Q8WVZ9_KBTBD7,KBTBD7__Q8WVZ9
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,Q8WW12_PCNP,PCNP__Q8WW12
Q8WW22,DNAJA4,DnaJ homolog subfamily A member 4,Q8WW22_DNAJA4,DNAJA4__Q8WW22
Q8WW59,SPRYD4,SPRY domain-containing protein 4,Q8WW59_SPRYD4,SPRYD4__Q8WW59
Q8WWA0,ITLN1,Intelectin-1,Q8WWA0_ITLN1,ITLN1__Q8WWA0
Q8WWA1-2,TMEM40,Transmembrane protein 40,Q8WWA1-2_TMEM40,TMEM40__Q8WWA1-2
Q8WWA1-3,TMEM40,Transmembrane protein 40,Q8WWA1-3_TMEM40,TMEM40__Q8WWA1-3
Q8WWB7-2,GLMP,Glycosylated lysosomal membrane protein,Q8WWB7-2_GLMP,GLMP__Q8WWB7-2
Q8WWC4,C2orf47,"Uncharacterized protein C2orf47, mitochondrial",Q8WWC4_C2orf47,C2orf47__Q8WWC4
Q8WWH5,TRUB1,Probable tRNA pseudouridine synthase 1,Q8WWH5_TRUB1,TRUB1__Q8WWH5
Q8WWI1-3,LMO7,LIM domain only protein 7,Q8WWI1-3_LMO7,LMO7__Q8WWI1-3
Q8WWI5-3,SLC44A1,Choline transporter-like protein 1,Q8WWI5-3_SLC44A1,SLC44A1__Q8WWI5-3
Q8WWK9-6,CKAP2,Cytoskeleton-associated protein 2,Q8WWK9-6_CKAP2,CKAP2__Q8WWK9-6
Q8WWM7,ATXN2L,Ataxin-2-like protein,Q8WWM7_ATXN2L,ATXN2L__Q8WWM7
Q8WWM9,CYGB,Cytoglobin,Q8WWM9_CYGB,CYGB__Q8WWM9
Q8WWN8,ARAP3,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",Q8WWN8_ARAP3,ARAP3__Q8WWN8
Q8WWP7,GIMAP1,GTPase IMAP family member 1,Q8WWP7_GIMAP1,GIMAP1__Q8WWP7
Q8WWQ0,PHIP,PH-interacting protein,Q8WWQ0_PHIP,PHIP__Q8WWQ0
Q8WWQ8,STAB2,Stabilin-2,Q8WWQ8_STAB2,STAB2__Q8WWQ8
Q8WWU7-2,ITLN2,Intelectin-2,Q8WWU7-2_ITLN2,ITLN2__Q8WWU7-2
Q8WWV3,RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial",Q8WWV3_RTN4IP1,RTN4IP1__Q8WWV3
Q8WWZ8,OIT3,Oncoprotein-induced transcript 3 protein,Q8WWZ8_OIT3,OIT3__Q8WWZ8
Q8WX93,PALLD,Palladin,Q8WX93_PALLD,PALLD__Q8WX93
Q8WXA9-2,SREK1,Splicing regulatory glutamine/lysine-rich protein 1,Q8WXA9-2_SREK1,SREK1__Q8WXA9-2
Q8WXC6,MYEOV2,Myeloma-overexpressed gene 2 protein,Q8WXC6_MYEOV2,MYEOV2__Q8WXC6
Q8WXD5,GEMIN6,Gem-associated protein 6,Q8WXD5_GEMIN6,GEMIN6__Q8WXD5
Q8WXE0,CASKIN2,Caskin-2,Q8WXE0_CASKIN2,CASKIN2__Q8WXE0
Q8WXE1-5,ATRIP,ATR-interacting protein,Q8WXE1-5_ATRIP,ATRIP__Q8WXE1-5
Q8WXE9,STON2,Stonin-2,Q8WXE9_STON2,STON2__Q8WXE9
Q8WXF1,PSPC1,Paraspeckle component 1,Q8WXF1_PSPC1,PSPC1__Q8WXF1
Q8WXF7-2,ATL1,Atlastin-1,Q8WXF7-2_ATL1,ATL1__Q8WXF7-2
Q8WXH0,SYNE2,Nesprin-2,Q8WXH0_SYNE2,SYNE2__Q8WXH0
Q8WXI4-2,ACOT11,Acyl-coenzyme A thioesterase 11,Q8WXI4-2_ACOT11,ACOT11__Q8WXI4-2
Q8WXI7,MUC16,Mucin-16,Q8WXI7_MUC16,MUC16__Q8WXI7
Q8WXW3,PIBF1,Progesterone-induced-blocking factor 1,Q8WXW3_PIBF1,PIBF1__Q8WXW3
Q8WXX5,DNAJC9,DnaJ homolog subfamily C member 9,Q8WXX5_DNAJC9,DNAJC9__Q8WXX5
Q8WY22,BRI3BP,BRI3-binding protein,Q8WY22_BRI3BP,BRI3BP__Q8WY22
Q8WY36-2,BBX,HMG box transcription factor BBX,Q8WY36-2_BBX,BBX__Q8WY36-2
Q8WY91,THAP4,THAP domain-containing protein 4,Q8WY91_THAP4,THAP4__Q8WY91
Q8WYA0,IFT81,Intraflagellar transport protein 81 homolog,Q8WYA0_IFT81,IFT81__Q8WYA0
Q8WYK0,ACOT12,Acyl-coenzyme A thioesterase 12,Q8WYK0_ACOT12,ACOT12__Q8WYK0
Q8WYK2,JDP2,Jun dimerization protein 2,Q8WYK2_JDP2,JDP2__Q8WYK2
Q8WYL5,SSH1,Protein phosphatase Slingshot homolog 1,Q8WYL5_SSH1,SSH1__Q8WYL5
Q8WYP3,RIN2,Ras and Rab interactor 2,Q8WYP3_RIN2,RIN2__Q8WYP3
Q8WYP5,AHCTF1,Protein ELYS,Q8WYP5_AHCTF1,AHCTF1__Q8WYP5
Q8WYQ5-3,DGCR8,Microprocessor complex subunit DGCR8,Q8WYQ5-3_DGCR8,DGCR8__Q8WYQ5-3
Q8WZ75-2,ROBO4,Roundabout homolog 4,Q8WZ75-2_ROBO4,ROBO4__Q8WZ75-2
Q8WZ82,OVCA2,Ovarian cancer-associated gene 2 protein,Q8WZ82_OVCA2,OVCA2__Q8WZ82
Q8WZA0,LZIC,Protein LZIC,Q8WZA0_LZIC,LZIC__Q8WZA0
Q8WZA1,POMGNT1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",Q8WZA1_POMGNT1,POMGNT1__Q8WZA1
Q8WZA9,IRGQ,Immunity-related GTPase family Q protein,Q8WZA9_IRGQ,IRGQ__Q8WZA9
Q92466,DDB2,DNA damage-binding protein 2,Q92466_DDB2,DDB2__Q92466
Q92484-2,SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,Q92484-2_SMPDL3A,SMPDL3A__Q92484-2
Q92499,DDX1,ATP-dependent RNA helicase DDX1,Q92499_DDX1,DDX1__Q92499
Q92503-3,SEC14L1,SEC14-like protein 1,Q92503-3_SEC14L1,SEC14L1__Q92503-3
Q92504,SLC39A7,Zinc transporter SLC39A7,Q92504_SLC39A7,SLC39A7__Q92504
Q92506,HSD17B8,Estradiol 17-beta-dehydrogenase 8,Q92506_HSD17B8,HSD17B8__Q92506
Q92508,PIEZO1,Piezo-type mechanosensitive ion channel component 1,Q92508_PIEZO1,PIEZO1__Q92508
Q92520,FAM3C,Protein FAM3C,Q92520_FAM3C,FAM3C__Q92520
Q92522,H1FX,Histone H1x,Q92522_H1FX,H1FX__Q92522
Q92526,CCT6B,T-complex protein 1 subunit zeta-2,Q92526_CCT6B,CCT6B__Q92526
Q92536,SLC7A6,Y+L amino acid transporter 2,Q92536_SLC7A6,SLC7A6__Q92536
Q92537,SUSD6,Sushi domain-containing protein 6,Q92537_SUSD6,SUSD6__Q92537
Q92538-3,GBF1,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,Q92538-3_GBF1,GBF1__Q92538-3
Q92539,LPIN2,Phosphatidate phosphatase LPIN2,Q92539_LPIN2,LPIN2__Q92539
Q92541,RTF1,RNA polymerase-associated protein RTF1 homolog,Q92541_RTF1,RTF1__Q92541
Q92542-2,NCSTN,Nicastrin,Q92542-2_NCSTN,NCSTN__Q92542-2
Q92543,SNX19,Sorting nexin-19,Q92543_SNX19,SNX19__Q92543
Q92545,TMEM131,Transmembrane protein 131,Q92545_TMEM131,TMEM131__Q92545
Q92546,RGP1,RAB6A-GEF complex partner protein 2,Q92546_RGP1,RGP1__Q92546
Q92547,TOPBP1,DNA topoisomerase 2-binding protein 1,Q92547_TOPBP1,TOPBP1__Q92547
Q92551,IP6K1,Inositol hexakisphosphate kinase 1,Q92551_IP6K1,IP6K1__Q92551
Q92552,MRPS27,"28S ribosomal protein S27, mitochondrial",Q92552_MRPS27,MRPS27__Q92552
Q92556,ELMO1,Engulfment and cell motility protein 1,Q92556_ELMO1,ELMO1__Q92556
Q92558,WASF1,Wiskott-Aldrich syndrome protein family member 1,Q92558_WASF1,WASF1__Q92558
Q92562,FIG4,Polyphosphoinositide phosphatase,Q92562_FIG4,FIG4__Q92562
Q92564-2,DCUN1D4,DCN1-like protein 4,Q92564-2_DCUN1D4,DCUN1D4__Q92564-2
Q92567-2,FAM168A,Protein FAM168A,Q92567-2_FAM168A,FAM168A__Q92567-2
Q92572,AP3S1,AP-3 complex subunit sigma-1,Q92572_AP3S1,AP3S1__Q92572
Q92574,TSC1,Hamartin,Q92574_TSC1,TSC1__Q92574
Q92575,UBXN4,UBX domain-containing protein 4,Q92575_UBXN4,UBXN4__Q92575
Q92576-2,PHF3,PHD finger protein 3,Q92576-2_PHF3,PHF3__Q92576-2
Q92581-2,SLC9A6,Sodium/hydrogen exchanger 6,Q92581-2_SLC9A6,SLC9A6__Q92581-2
Q92597,NDRG1,Protein NDRG1,Q92597_NDRG1,NDRG1__Q92597
Q92598,HSPH1,Heat shock protein 105 kDa,Q92598_HSPH1,HSPH1__Q92598
Q92600,RQCD1,Cell differentiation protein RCD1 homolog,Q92600_RQCD1,RQCD1__Q92600
Q92604,LPGAT1,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,Q92604_LPGAT1,LPGAT1__Q92604
Q92608,DOCK2,Dedicator of cytokinesis protein 2,Q92608_DOCK2,DOCK2__Q92608
Q92609,TBC1D5,TBC1 domain family member 5,Q92609_TBC1D5,TBC1D5__Q92609
Q92610,ZNF592,Zinc finger protein 592,Q92610_ZNF592,ZNF592__Q92610
Q92611,EDEM1,ER degradation-enhancing alpha-mannosidase-like protein 1,Q92611_EDEM1,EDEM1__Q92611
Q92613,JADE3,Protein Jade-3,Q92613_JADE3,JADE3__Q92613
Q92614,MYO18A,Unconventional myosin-XVIIIa,Q92614_MYO18A,MYO18A__Q92614
Q92615,LARP4B,La-related protein 4B,Q92615_LARP4B,LARP4B__Q92615
Q92616,GCN1L1,Translational activator GCN1,Q92616_GCN1L1,GCN1L1__Q92616
Q92618,ZNF516,Zinc finger protein 516,Q92618_ZNF516,ZNF516__Q92618
Q92619,HMHA1,Minor histocompatibility protein HA-1,Q92619_HMHA1,HMHA1__Q92619
Q92620,DHX38,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,Q92620_DHX38,DHX38__Q92620
Q92621,NUP205,Nuclear pore complex protein Nup205,Q92621_NUP205,NUP205__Q92621
Q92622-3,KIAA0226,Run domain Beclin-1 interacting and cysteine-rich containing protein,Q92622-3_KIAA0226,KIAA0226__Q92622-3
Q92623,TTC9,Tetratricopeptide repeat protein 9A,Q92623_TTC9,TTC9__Q92623
Q92625,ANKS1A,Ankyrin repeat and SAM domain-containing protein 1A,Q92625_ANKS1A,ANKS1A__Q92625
Q92626,PXDN,Peroxidasin homolog,Q92626_PXDN,PXDN__Q92626
Q92629-2,SGCD,Delta-sarcoglycan,Q92629-2_SGCD,SGCD__Q92629-2
Q92636,NSMAF,Protein FAN,Q92636_NSMAF,NSMAF__Q92636
Q92643,PIGK,GPI-anchor transamidase,Q92643_PIGK,PIGK__Q92643
Q92665,MRPS31,"28S ribosomal protein S31, mitochondrial",Q92665_MRPS31,MRPS31__Q92665
Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial",Q92667_AKAP1,AKAP1__Q92667
Q92673,SORL1,Sortilin-related receptor,Q92673_SORL1,SORL1__Q92673
Q92688-2,ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Q92688-2_ANP32B,ANP32B__Q92688-2
Q92692,PVRL2,Nectin-2,Q92692_PVRL2,PVRL2__Q92692
Q92692-2,PVRL2,Nectin-2,Q92692-2_PVRL2,PVRL2__Q92692-2
Q92696,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha,Q92696_RABGGTA,RABGGTA__Q92696
Q92733,PRCC,Proline-rich protein PRCC,Q92733_PRCC,PRCC__Q92733
Q92734-4,TFG,Protein TFG,Q92734-4_TFG,TFG__Q92734-4
X6RAB3,USP6NL,USP6 N-terminal-like protein,X6RAB3_USP6NL,USP6NL__X6RAB3
Q92743,HTRA1,Serine protease HTRA1,Q92743_HTRA1,HTRA1__Q92743
Q92747,ARPC1A,Actin-related protein 2/3 complex subunit 1A,Q92747_ARPC1A,ARPC1A__Q92747
Q92748,THRSP,Thyroid hormone-inducible hepatic protein,Q92748_THRSP,THRSP__Q92748
Q92759,GTF2H4,General transcription factor IIH subunit 4,Q92759_GTF2H4,GTF2H4__Q92759
Q92765,FRZB,Secreted frizzled-related protein 3,Q92765_FRZB,FRZB__Q92765
Q92766,RREB1,Ras-responsive element-binding protein 1,Q92766_RREB1,RREB1__Q92766
Q92769,HDAC2,Histone deacetylase 2,Q92769_HDAC2,HDAC2__Q92769
Q92781,RDH5,11-cis retinol dehydrogenase,Q92781_RDH5,RDH5__Q92781
Q92783-2,STAM,Signal transducing adapter molecule 1,Q92783-2_STAM,STAM__Q92783-2
Q92784-4,DPF3,Zinc finger protein DPF3,Q92784-4_DPF3,DPF3__Q92784-4
Q92785,DPF2,Zinc finger protein ubi-d4,Q92785_DPF2,DPF2__Q92785
Q92786,PROX1,Prospero homeobox protein 1,Q92786_PROX1,PROX1__Q92786
Q92791,LEPREL4,Synaptonemal complex protein SC65,Q92791_LEPREL4,LEPREL4__Q92791
Q92793,CREBBP,CREB-binding protein,Q92793_CREBBP,CREBBP__Q92793
Q92794,KAT6A,Histone acetyltransferase KAT6A,Q92794_KAT6A,KAT6A__Q92794
Q92797,SYMPK,Symplekin,Q92797_SYMPK,SYMPK__Q92797
Q92800-4,EZH1,Histone-lysine N-methyltransferase EZH1,Q92800-4_EZH1,EZH1__Q92800-4
Q92804-2,TAF15,TATA-binding protein-associated factor 2N,Q92804-2_TAF15,TAF15__Q92804-2
Q92805,GOLGA1,Golgin subfamily A member 1,Q92805_GOLGA1,GOLGA1__Q92805
Q92820,GGH,Gamma-glutamyl hydrolase,Q92820_GGH,GGH__Q92820
Q92828,CORO2A,Coronin-2A,Q92828_CORO2A,CORO2A__Q92828
Q92830,KAT2A,Histone acetyltransferase KAT2A,Q92830_KAT2A,KAT2A__Q92830
Q92831,KAT2B,Histone acetyltransferase KAT2B,Q92831_KAT2B,KAT2B__Q92831
Q92835-2,INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",Q92835-2_INPP5D,INPP5D__Q92835-2
Q92843-2,BCL2L2,Bcl-2-like protein 2,Q92843-2_BCL2L2,BCL2L2__Q92843-2
Q92844,TANK,TRAF family member-associated NF-kappa-B activator,Q92844_TANK,TANK__Q92844
Q92845-2,KIFAP3,Kinesin-associated protein 3,Q92845-2_KIFAP3,KIFAP3__Q92845-2
Q92851-4,CASP10,Caspase-10,Q92851-4_CASP10,CASP10__Q92851-4
Q92854,SEMA4D,Semaphorin-4D,Q92854_SEMA4D,SEMA4D__Q92854
Q92859-3,NEO1,Neogenin,Q92859-3_NEO1,NEO1__Q92859-3
Q92870,APBB2,Amyloid beta A4 precursor protein-binding family B member 2,Q92870_APBB2,APBB2__Q92870
Q92871,PMM1,Phosphomannomutase 1,Q92871_PMM1,PMM1__Q92871
Q92878,RAD50,DNA repair protein RAD50,Q92878_RAD50,RAD50__Q92878
Q92882,OSTF1,Osteoclast-stimulating factor 1,Q92882_OSTF1,OSTF1__Q92882
Q92887,ABCC2,Canalicular multispecific organic anion transporter 1,Q92887_ABCC2,ABCC2__Q92887
